"Time","Mur_Temp_sud_1.mean","Mur_Temp_sud_2.mean","Mur_Temp_sud_3.mean"
"2023-04-29-22",NA,NA,NA
"2023-04-29-23",NA,NA,NA
"2023-04-30-00",NA,NA,NA
"2023-04-30-01",NA,NA,NA
"2023-04-30-02",NA,NA,NA
"2023-04-30-03",NA,NA,NA
"2023-04-30-04",NA,NA,NA
"2023-04-30-05",NA,NA,NA
"2023-04-30-06",NA,NA,NA
"2023-04-30-07",NA,NA,NA
"2023-04-30-08",NA,NA,NA
"2023-04-30-09",NA,NA,NA
"2023-04-30-10",NA,NA,NA
"2023-04-30-11",NA,NA,NA
"2023-04-30-12",NA,NA,NA
"2023-04-30-13",NA,NA,NA
"2023-04-30-14",NA,NA,NA
"2023-04-30-15",NA,NA,NA
"2023-04-30-16",NA,NA,NA
"2023-04-30-17",NA,NA,NA
"2023-04-30-18",NA,NA,NA
"2023-04-30-19",NA,NA,NA
"2023-04-30-20",NA,NA,NA
"2023-04-30-21",NA,NA,NA
"2023-04-30-22",NA,NA,NA
"2023-04-30-23",NA,NA,NA
"2023-05-01-00",NA,NA,NA
"2023-05-01-01",NA,NA,NA
"2023-05-01-02",NA,NA,NA
"2023-05-01-03",NA,NA,NA
"2023-05-01-04",NA,NA,NA
"2023-05-01-05",NA,NA,NA
"2023-05-01-06",NA,NA,NA
"2023-05-01-07",NA,NA,NA
"2023-05-01-08",NA,NA,NA
"2023-05-01-09",NA,NA,NA
"2023-05-01-10",NA,NA,NA
"2023-05-01-11",NA,NA,NA
"2023-05-01-12",NA,NA,NA
"2023-05-01-13",NA,NA,NA
"2023-05-01-14",NA,NA,NA
"2023-05-01-15",NA,NA,NA
"2023-05-01-16",NA,NA,NA
"2023-05-01-17",NA,NA,NA
"2023-05-01-18",NA,NA,NA
"2023-05-01-19",NA,NA,NA
"2023-05-01-20",NA,NA,NA
"2023-05-01-21",NA,NA,NA
"2023-05-01-22",NA,NA,NA
"2023-05-01-23",NA,NA,NA
"2023-05-02-00",NA,NA,NA
"2023-05-02-01",NA,NA,NA
"2023-05-02-02",NA,NA,NA
"2023-05-02-03",NA,NA,NA
"2023-05-02-04",NA,NA,NA
"2023-05-02-05",NA,NA,NA
"2023-05-02-06",NA,NA,NA
"2023-05-02-07",NA,NA,NA
"2023-05-02-08",NA,NA,NA
"2023-05-02-09",NA,NA,NA
"2023-05-02-10",NA,NA,NA
"2023-05-02-11",NA,NA,NA
"2023-05-02-12",NA,NA,NA
"2023-05-02-13",NA,NA,NA
"2023-05-02-14",NA,NA,NA
"2023-05-02-15",NA,NA,NA
"2023-05-02-16",NA,NA,NA
"2023-05-02-17",NA,NA,NA
"2023-05-02-18",NA,NA,NA
"2023-05-02-19",NA,NA,NA
"2023-05-02-20",NA,NA,NA
"2023-05-02-21",NA,NA,NA
"2023-05-02-22",NA,NA,NA
"2023-05-02-23",NA,NA,NA
"2023-05-03-00",NA,NA,NA
"2023-05-03-01",NA,NA,NA
"2023-05-03-02",NA,NA,NA
"2023-05-03-03",NA,NA,NA
"2023-05-03-04",NA,NA,NA
"2023-05-03-05",NA,NA,NA
"2023-05-03-06",NA,NA,NA
"2023-05-03-07",NA,NA,NA
"2023-05-03-08",NA,NA,NA
"2023-05-03-09",NA,NA,NA
"2023-05-03-10",NA,NA,NA
"2023-05-03-11",NA,NA,NA
"2023-05-03-12",NA,NA,NA
"2023-05-03-13",NA,NA,NA
"2023-05-03-14",NA,NA,NA
"2023-05-03-15",NA,NA,NA
"2023-05-03-16",NA,NA,NA
"2023-05-03-17",NA,NA,NA
"2023-05-03-18",NA,NA,NA
"2023-05-03-19",NA,NA,NA
"2023-05-03-20",NA,NA,NA
"2023-05-03-21",NA,NA,NA
"2023-05-03-22",NA,NA,NA
"2023-05-03-23",NA,NA,NA
"2023-05-04-00",NA,NA,NA
"2023-05-04-01",NA,NA,NA
"2023-05-04-02",NA,NA,NA
"2023-05-04-03",NA,NA,NA
"2023-05-04-04",NA,NA,NA
"2023-05-04-05",NA,NA,NA
"2023-05-04-06",NA,NA,NA
"2023-05-04-07",NA,NA,NA
"2023-05-04-08",NA,NA,NA
"2023-05-04-09",NA,NA,NA
"2023-05-04-10",NA,NA,NA
"2023-05-04-11",NA,NA,NA
"2023-05-04-12",NA,NA,NA
"2023-05-04-13",NA,NA,NA
"2023-05-04-14",NA,NA,NA
"2023-05-04-15",NA,NA,NA
"2023-05-04-16",NA,NA,NA
"2023-05-04-17",NA,NA,NA
"2023-05-04-18",NA,NA,NA
"2023-05-04-19",NA,NA,NA
"2023-05-04-20",NA,NA,NA
"2023-05-04-21",NA,NA,NA
"2023-05-04-22",NA,NA,NA
"2023-05-04-23",NA,NA,NA
"2023-05-05-00",NA,NA,NA
"2023-05-05-01",NA,NA,NA
"2023-05-05-02",NA,NA,NA
"2023-05-05-03",NA,NA,NA
"2023-05-05-04",NA,NA,NA
"2023-05-05-05",NA,NA,NA
"2023-05-05-06",NA,NA,NA
"2023-05-05-07",NA,NA,NA
"2023-05-05-08",NA,NA,NA
"2023-05-05-09",NA,NA,NA
"2023-05-05-10",NA,NA,NA
"2023-05-05-11",NA,NA,NA
"2023-05-05-12",NA,NA,NA
"2023-05-05-13",NA,NA,NA
"2023-05-05-14",NA,NA,NA
"2023-05-05-15",NA,NA,NA
"2023-05-05-16",NA,NA,NA
"2023-05-05-17",NA,NA,NA
"2023-05-05-18",NA,NA,NA
"2023-05-05-19",NA,NA,NA
"2023-05-05-20",NA,NA,NA
"2023-05-05-21",NA,NA,NA
"2023-05-05-22",NA,NA,NA
"2023-05-05-23",NA,NA,NA
"2023-05-06-00",NA,NA,NA
"2023-05-06-01",NA,NA,NA
"2023-05-06-02",NA,NA,NA
"2023-05-06-03",NA,NA,NA
"2023-05-06-04",NA,NA,NA
"2023-05-06-05",NA,NA,NA
"2023-05-06-06",NA,NA,NA
"2023-05-06-07",NA,NA,NA
"2023-05-06-08",NA,NA,NA
"2023-05-06-09",NA,NA,NA
"2023-05-06-10",NA,NA,NA
"2023-05-06-11",NA,NA,NA
"2023-05-06-12",NA,NA,NA
"2023-05-06-13",NA,NA,NA
"2023-05-06-14",NA,NA,NA
"2023-05-06-15",NA,NA,NA
"2023-05-06-16",NA,NA,NA
"2023-05-06-17",NA,NA,NA
"2023-05-06-18",NA,NA,NA
"2023-05-06-19",NA,NA,NA
"2023-05-06-20",NA,NA,NA
"2023-05-06-21",NA,NA,NA
"2023-05-06-22",NA,NA,NA
"2023-05-06-23",NA,NA,NA
"2023-05-07-00",NA,NA,NA
"2023-05-07-01",NA,NA,NA
"2023-05-07-02",NA,NA,NA
"2023-05-07-03",NA,NA,NA
"2023-05-07-04",NA,NA,NA
"2023-05-07-05",NA,NA,NA
"2023-05-07-06",NA,NA,NA
"2023-05-07-07",NA,NA,NA
"2023-05-07-08",NA,NA,NA
"2023-05-07-09",NA,NA,NA
"2023-05-07-10",NA,NA,NA
"2023-05-07-11",NA,NA,NA
"2023-05-07-12",NA,NA,NA
"2023-05-07-13",NA,NA,NA
"2023-05-07-14",NA,NA,NA
"2023-05-07-15",NA,NA,NA
"2023-05-07-16",NA,NA,NA
"2023-05-07-17",NA,NA,NA
"2023-05-07-18",NA,NA,NA
"2023-05-07-19",NA,NA,NA
"2023-05-07-20",NA,NA,NA
"2023-05-07-21",NA,NA,NA
"2023-05-07-22",NA,NA,NA
"2023-05-07-23",NA,NA,NA
"2023-05-08-00",NA,NA,NA
"2023-05-08-01",NA,NA,NA
"2023-05-08-02",NA,NA,NA
"2023-05-08-03",NA,NA,NA
"2023-05-08-04",NA,NA,NA
"2023-05-08-05",NA,NA,NA
"2023-05-08-06",NA,NA,NA
"2023-05-08-07",NA,NA,NA
"2023-05-08-08",NA,NA,NA
"2023-05-08-09",NA,NA,NA
"2023-05-08-10",NA,NA,NA
"2023-05-08-11",NA,NA,NA
"2023-05-08-12",NA,NA,NA
"2023-05-08-13",NA,NA,NA
"2023-05-08-14",NA,NA,NA
"2023-05-08-15",NA,NA,NA
"2023-05-08-16",NA,NA,NA
"2023-05-08-17",NA,NA,NA
"2023-05-08-18",NA,NA,NA
"2023-05-08-19",NA,NA,NA
"2023-05-08-20",NA,NA,NA
"2023-05-08-21",NA,NA,NA
"2023-05-08-22",NA,NA,NA
"2023-05-08-23",NA,NA,NA
"2023-05-09-00",NA,NA,NA
"2023-05-09-01",NA,NA,NA
"2023-05-09-02",NA,NA,NA
"2023-05-09-03",NA,NA,NA
"2023-05-09-04",NA,NA,NA
"2023-05-09-05",NA,NA,NA
"2023-05-09-06",NA,NA,NA
"2023-05-09-07",NA,NA,NA
"2023-05-09-08",NA,NA,NA
"2023-05-09-09",NA,NA,NA
"2023-05-09-10",NA,NA,NA
"2023-05-09-11",NA,NA,NA
"2023-05-09-12",NA,NA,NA
"2023-05-09-13",NA,NA,NA
"2023-05-09-14",NA,NA,NA
"2023-05-09-15",NA,NA,NA
"2023-05-09-16",NA,NA,NA
"2023-05-09-17",NA,NA,NA
"2023-05-09-18",NA,NA,NA
"2023-05-09-19",NA,NA,NA
"2023-05-09-20",NA,NA,NA
"2023-05-09-21",NA,NA,NA
"2023-05-09-22",NA,NA,NA
"2023-05-09-23",NA,NA,NA
"2023-05-10-00",NA,NA,NA
"2023-05-10-01",NA,NA,NA
"2023-05-10-02",NA,NA,NA
"2023-05-10-03",NA,NA,NA
"2023-05-10-04",NA,NA,NA
"2023-05-10-05",NA,NA,NA
"2023-05-10-06",NA,NA,NA
"2023-05-10-07",NA,NA,NA
"2023-05-10-08",NA,NA,NA
"2023-05-10-09",NA,NA,NA
"2023-05-10-10",NA,NA,NA
"2023-05-10-11",NA,NA,NA
"2023-05-10-12",NA,NA,NA
"2023-05-10-13",NA,NA,NA
"2023-05-10-14",NA,NA,NA
"2023-05-10-15",NA,NA,NA
"2023-05-10-16",NA,NA,NA
"2023-05-10-17",NA,NA,NA
"2023-05-10-18",NA,NA,NA
"2023-05-10-19",NA,NA,NA
"2023-05-10-20",NA,NA,NA
"2023-05-10-21",NA,NA,NA
"2023-05-10-22",NA,NA,NA
"2023-05-10-23",NA,NA,NA
"2023-05-11-00",NA,NA,NA
"2023-05-11-01",NA,NA,NA
"2023-05-11-02",NA,NA,NA
"2023-05-11-03",NA,NA,NA
"2023-05-11-04",NA,NA,NA
"2023-05-11-05",NA,NA,NA
"2023-05-11-06",NA,NA,NA
"2023-05-11-07",NA,NA,NA
"2023-05-11-08",NA,NA,NA
"2023-05-11-09",NA,NA,NA
"2023-05-11-10",NA,NA,NA
"2023-05-11-11",NA,NA,NA
"2023-05-11-12",NA,NA,NA
"2023-05-11-13",NA,NA,NA
"2023-05-11-14",NA,NA,NA
"2023-05-11-15",NA,NA,NA
"2023-05-11-16",NA,NA,NA
"2023-05-11-17",NA,NA,NA
"2023-05-11-18",NA,NA,NA
"2023-05-11-19",NA,NA,NA
"2023-05-11-20",NA,NA,NA
"2023-05-11-21",NA,NA,NA
"2023-05-11-22",NA,NA,NA
"2023-05-11-23",NA,NA,NA
"2023-05-12-00",NA,NA,NA
"2023-05-12-01",NA,NA,NA
"2023-05-12-02",NA,NA,NA
"2023-05-12-03",NA,NA,NA
"2023-05-12-04",NA,NA,NA
"2023-05-12-05",NA,NA,NA
"2023-05-12-06",NA,NA,NA
"2023-05-12-07",NA,NA,NA
"2023-05-12-08",NA,NA,NA
"2023-05-12-09",NA,NA,NA
"2023-05-12-10",NA,NA,NA
"2023-05-12-11",NA,NA,NA
"2023-05-12-12",NA,NA,NA
"2023-05-12-13",NA,NA,NA
"2023-05-12-14",NA,NA,NA
"2023-05-12-15",NA,NA,NA
"2023-05-12-16",NA,NA,NA
"2023-05-12-17",NA,NA,NA
"2023-05-12-18",NA,NA,NA
"2023-05-12-19",NA,NA,NA
"2023-05-12-20",NA,NA,NA
"2023-05-12-21",NA,NA,NA
"2023-05-12-22",NA,NA,NA
"2023-05-12-23",NA,NA,NA
"2023-05-13-00",NA,NA,NA
"2023-05-13-01",NA,NA,NA
"2023-05-13-02",NA,NA,NA
"2023-05-13-03",NA,NA,NA
"2023-05-13-04",NA,NA,NA
"2023-05-13-05",NA,NA,NA
"2023-05-13-06",NA,NA,NA
"2023-05-13-07",NA,NA,NA
"2023-05-13-08",NA,NA,NA
"2023-05-13-09",NA,NA,NA
"2023-05-13-10",NA,NA,NA
"2023-05-13-11",NA,NA,NA
"2023-05-13-12",NA,NA,NA
"2023-05-13-13",NA,NA,NA
"2023-05-13-14",NA,NA,NA
"2023-05-13-15",NA,NA,NA
"2023-05-13-16",NA,NA,NA
"2023-05-13-17",NA,NA,NA
"2023-05-13-18",NA,NA,NA
"2023-05-13-19",NA,NA,NA
"2023-05-13-20",NA,NA,NA
"2023-05-13-21",NA,NA,NA
"2023-05-13-22",NA,NA,NA
"2023-05-13-23",NA,NA,NA
"2023-05-14-00",NA,NA,NA
"2023-05-14-01",NA,NA,NA
"2023-05-14-02",NA,NA,NA
"2023-05-14-03",NA,NA,NA
"2023-05-14-04",NA,NA,NA
"2023-05-14-05",NA,NA,NA
"2023-05-14-06",NA,NA,NA
"2023-05-14-07",NA,NA,NA
"2023-05-14-08",NA,NA,NA
"2023-05-14-09",NA,NA,NA
"2023-05-14-10",NA,NA,NA
"2023-05-14-11",NA,NA,NA
"2023-05-14-12",NA,NA,NA
"2023-05-14-13",NA,NA,NA
"2023-05-14-14",NA,NA,NA
"2023-05-14-15",NA,NA,NA
"2023-05-14-16",NA,NA,NA
"2023-05-14-17",NA,NA,NA
"2023-05-14-18",NA,NA,NA
"2023-05-14-19",NA,NA,NA
"2023-05-14-20",NA,NA,NA
"2023-05-14-21",NA,NA,NA
"2023-05-14-22",NA,NA,NA
"2023-05-14-23",NA,NA,NA
"2023-05-15-00",NA,NA,NA
"2023-05-15-01",NA,NA,NA
"2023-05-15-02",NA,NA,NA
"2023-05-15-03",NA,NA,NA
"2023-05-15-04",NA,NA,NA
"2023-05-15-05",NA,NA,NA
"2023-05-15-06",NA,NA,NA
"2023-05-15-07",NA,NA,NA
"2023-05-15-08",NA,NA,NA
"2023-05-15-09",NA,NA,NA
"2023-05-15-10",NA,NA,NA
"2023-05-15-11",NA,NA,NA
"2023-05-15-12",NA,NA,NA
"2023-05-15-13",NA,NA,NA
"2023-05-15-14",NA,NA,NA
"2023-05-15-15",NA,NA,NA
"2023-05-15-16",NA,NA,NA
"2023-05-15-17",NA,NA,NA
"2023-05-15-18",NA,NA,NA
"2023-05-15-19",NA,NA,NA
"2023-05-15-20",NA,NA,NA
"2023-05-15-21",NA,NA,NA
"2023-05-15-22",NA,NA,NA
"2023-05-15-23",NA,NA,NA
"2023-05-16-00",NA,NA,NA
"2023-05-16-01",NA,NA,NA
"2023-05-16-02",NA,NA,NA
"2023-05-16-03",NA,NA,NA
"2023-05-16-04",NA,NA,NA
"2023-05-16-05",NA,NA,NA
"2023-05-16-06",NA,NA,NA
"2023-05-16-07",NA,NA,NA
"2023-05-16-08",NA,NA,NA
"2023-05-16-09",NA,NA,NA
"2023-05-16-10",NA,NA,NA
"2023-05-16-11",NA,NA,NA
"2023-05-16-12",NA,NA,NA
"2023-05-16-13",NA,NA,NA
"2023-05-16-14",NA,NA,NA
"2023-05-16-15",NA,NA,NA
"2023-05-16-16",NA,NA,NA
"2023-05-16-17",NA,NA,NA
"2023-05-16-18",NA,NA,NA
"2023-05-16-19",NA,NA,NA
"2023-05-16-20",NA,NA,NA
"2023-05-16-21",NA,NA,NA
"2023-05-16-22",NA,NA,NA
"2023-05-16-23",NA,NA,NA
"2023-05-17-00",NA,NA,NA
"2023-05-17-01",NA,NA,NA
"2023-05-17-02",NA,NA,NA
"2023-05-17-03",NA,NA,NA
"2023-05-17-04",NA,NA,NA
"2023-05-17-05",NA,NA,NA
"2023-05-17-06",NA,NA,NA
"2023-05-17-07",NA,NA,NA
"2023-05-17-08",NA,NA,NA
"2023-05-17-09",NA,NA,NA
"2023-05-17-10",NA,NA,NA
"2023-05-17-11",NA,NA,NA
"2023-05-17-12",NA,NA,NA
"2023-05-17-13",NA,NA,NA
"2023-05-17-14",NA,NA,NA
"2023-05-17-15",NA,NA,NA
"2023-05-17-16",NA,NA,NA
"2023-05-17-17",NA,NA,NA
"2023-05-17-18",NA,NA,NA
"2023-05-17-19",NA,NA,NA
"2023-05-17-20",NA,NA,NA
"2023-05-17-21",NA,NA,NA
"2023-05-17-22",NA,NA,NA
"2023-05-17-23",NA,NA,NA
"2023-05-18-00",NA,NA,NA
"2023-05-18-01",NA,NA,NA
"2023-05-18-02",NA,NA,NA
"2023-05-18-03",NA,NA,NA
"2023-05-18-04",NA,NA,NA
"2023-05-18-05",NA,NA,NA
"2023-05-18-06",NA,NA,NA
"2023-05-18-07",NA,NA,NA
"2023-05-18-08",NA,NA,NA
"2023-05-18-09",NA,NA,NA
"2023-05-18-10",NA,NA,NA
"2023-05-18-11",NA,NA,NA
"2023-05-18-12",NA,NA,NA
"2023-05-18-13",NA,NA,NA
"2023-05-18-14",NA,NA,NA
"2023-05-18-15",NA,NA,NA
"2023-05-18-16",NA,NA,NA
"2023-05-18-17",NA,NA,NA
"2023-05-18-18",NA,NA,NA
"2023-05-18-19",NA,NA,NA
"2023-05-18-20",NA,NA,NA
"2023-05-18-21",NA,NA,NA
"2023-05-18-22",NA,NA,NA
"2023-05-18-23",NA,NA,NA
"2023-05-19-00",NA,NA,NA
"2023-05-19-01",NA,NA,NA
"2023-05-19-02",NA,NA,NA
"2023-05-19-03",NA,NA,NA
"2023-05-19-04",NA,NA,NA
"2023-05-19-05",NA,NA,NA
"2023-05-19-06",NA,NA,NA
"2023-05-19-07",NA,NA,NA
"2023-05-19-08",NA,NA,NA
"2023-05-19-09",NA,NA,NA
"2023-05-19-10",NA,NA,NA
"2023-05-19-11",NA,NA,NA
"2023-05-19-12",NA,NA,NA
"2023-05-19-13",NA,NA,NA
"2023-05-19-14",NA,NA,NA
"2023-05-19-15",NA,NA,NA
"2023-05-19-16",NA,NA,NA
"2023-05-19-17",NA,NA,NA
"2023-05-19-18",NA,NA,NA
"2023-05-19-19",NA,NA,NA
"2023-05-19-20",NA,NA,NA
"2023-05-19-21",NA,NA,NA
"2023-05-19-22",NA,NA,NA
"2023-05-19-23",NA,NA,NA
"2023-05-20-00",NA,NA,NA
"2023-05-20-01",NA,NA,NA
"2023-05-20-02",NA,NA,NA
"2023-05-20-03",NA,NA,NA
"2023-05-20-04",NA,NA,NA
"2023-05-20-05",NA,NA,NA
"2023-05-20-06",NA,NA,NA
"2023-05-20-07",NA,NA,NA
"2023-05-20-08",NA,NA,NA
"2023-05-20-09",NA,NA,NA
"2023-05-20-10",NA,NA,NA
"2023-05-20-11",NA,NA,NA
"2023-05-20-12",NA,NA,NA
"2023-05-20-13",NA,NA,NA
"2023-05-20-14",NA,NA,NA
"2023-05-20-15",NA,NA,NA
"2023-05-20-16",NA,NA,NA
"2023-05-20-17",NA,NA,NA
"2023-05-20-18",NA,NA,NA
"2023-05-20-19",NA,NA,NA
"2023-05-20-20",NA,NA,NA
"2023-05-20-21",NA,NA,NA
"2023-05-20-22",NA,NA,NA
"2023-05-20-23",NA,NA,NA
"2023-05-21-00",NA,NA,NA
"2023-05-21-01",NA,NA,NA
"2023-05-21-02",NA,NA,NA
"2023-05-21-03",NA,NA,NA
"2023-05-21-04",NA,NA,NA
"2023-05-21-05",NA,NA,NA
"2023-05-21-06",NA,NA,NA
"2023-05-21-07",NA,NA,NA
"2023-05-21-08",NA,NA,NA
"2023-05-21-09",NA,NA,NA
"2023-05-21-10",NA,NA,NA
"2023-05-21-11",NA,NA,NA
"2023-05-21-12",NA,NA,NA
"2023-05-21-13",NA,NA,NA
"2023-05-21-14",NA,NA,NA
"2023-05-21-15",NA,NA,NA
"2023-05-21-16",NA,NA,NA
"2023-05-21-17",NA,NA,NA
"2023-05-21-18",NA,NA,NA
"2023-05-21-19",NA,NA,NA
"2023-05-21-20",NA,NA,NA
"2023-05-21-21",NA,NA,NA
"2023-05-21-22",NA,NA,NA
"2023-05-21-23",NA,NA,NA
"2023-05-22-00",NA,NA,NA
"2023-05-22-01",NA,NA,NA
"2023-05-22-02",NA,NA,NA
"2023-05-22-03",NA,NA,NA
"2023-05-22-04",NA,NA,NA
"2023-05-22-05",NA,NA,NA
"2023-05-22-06",NA,NA,NA
"2023-05-22-07",NA,NA,NA
"2023-05-22-08",NA,NA,NA
"2023-05-22-09",NA,NA,NA
"2023-05-22-10",NA,NA,NA
"2023-05-22-11",NA,NA,NA
"2023-05-22-12",NA,NA,NA
"2023-05-22-13",NA,NA,NA
"2023-05-22-14",NA,NA,NA
"2023-05-22-15",NA,NA,NA
"2023-05-22-16",NA,NA,NA
"2023-05-22-17",NA,NA,NA
"2023-05-22-18",NA,NA,NA
"2023-05-22-19",NA,NA,NA
"2023-05-22-20",NA,NA,NA
"2023-05-22-21",NA,NA,NA
"2023-05-22-22",NA,NA,NA
"2023-05-22-23",NA,NA,NA
"2023-05-23-00",NA,NA,NA
"2023-05-23-01",NA,NA,NA
"2023-05-23-02",NA,NA,NA
"2023-05-23-03",NA,NA,NA
"2023-05-23-04",NA,NA,NA
"2023-05-23-05",NA,NA,NA
"2023-05-23-06",NA,NA,NA
"2023-05-23-07",NA,NA,NA
"2023-05-23-08",NA,NA,NA
"2023-05-23-09",NA,NA,NA
"2023-05-23-10",NA,NA,NA
"2023-05-23-11",NA,NA,NA
"2023-05-23-12",NA,NA,NA
"2023-05-23-13",NA,NA,NA
"2023-05-23-14",NA,NA,NA
"2023-05-23-15",NA,NA,NA
"2023-05-23-16",NA,NA,NA
"2023-05-23-17",NA,NA,NA
"2023-05-23-18",NA,NA,NA
"2023-05-23-19",NA,NA,NA
"2023-05-23-20",NA,NA,NA
"2023-05-23-21",NA,NA,NA
"2023-05-23-22",NA,NA,NA
"2023-05-23-23",NA,NA,NA
"2023-05-24-00",NA,NA,NA
"2023-05-24-01",NA,NA,NA
"2023-05-24-02",NA,NA,NA
"2023-05-24-03",NA,NA,NA
"2023-05-24-04",NA,NA,NA
"2023-05-24-05",NA,NA,NA
"2023-05-24-06",NA,NA,NA
"2023-05-24-07",NA,NA,NA
"2023-05-24-08",NA,NA,NA
"2023-05-24-09",NA,NA,NA
"2023-05-24-10",NA,NA,NA
"2023-05-24-11",NA,NA,NA
"2023-05-24-12",NA,NA,NA
"2023-05-24-13",NA,NA,NA
"2023-05-24-14",NA,NA,NA
"2023-05-24-15",NA,NA,NA
"2023-05-24-16",NA,NA,NA
"2023-05-24-17",NA,NA,NA
"2023-05-24-18",NA,NA,NA
"2023-05-24-19",NA,NA,NA
"2023-05-24-20",NA,NA,NA
"2023-05-24-21",NA,NA,NA
"2023-05-24-22",NA,NA,NA
"2023-05-24-23",NA,NA,NA
"2023-05-25-00",NA,NA,NA
"2023-05-25-01",NA,NA,NA
"2023-05-25-02",NA,NA,NA
"2023-05-25-03",NA,NA,NA
"2023-05-25-04",NA,NA,NA
"2023-05-25-05",NA,NA,NA
"2023-05-25-06",NA,NA,NA
"2023-05-25-07",NA,NA,NA
"2023-05-25-08",NA,NA,NA
"2023-05-25-09",NA,NA,NA
"2023-05-25-10",NA,NA,NA
"2023-05-25-11",NA,NA,NA
"2023-05-25-12",NA,NA,NA
"2023-05-25-13",NA,NA,NA
"2023-05-25-14",NA,NA,NA
"2023-05-25-15",NA,NA,NA
"2023-05-25-16",NA,NA,NA
"2023-05-25-17",NA,NA,NA
"2023-05-25-18",NA,NA,NA
"2023-05-25-19",NA,NA,NA
"2023-05-25-20",NA,NA,NA
"2023-05-25-21",NA,NA,NA
"2023-05-25-22",NA,NA,NA
"2023-05-25-23",NA,NA,NA
"2023-05-26-00",NA,NA,NA
"2023-05-26-01",NA,NA,NA
"2023-05-26-02",NA,NA,NA
"2023-05-26-03",NA,NA,NA
"2023-05-26-04",NA,NA,NA
"2023-05-26-05",NA,NA,NA
"2023-05-26-06",NA,NA,NA
"2023-05-26-07",NA,NA,NA
"2023-05-26-08",NA,NA,NA
"2023-05-26-09",NA,NA,NA
"2023-05-26-10",NA,NA,NA
"2023-05-26-11",NA,NA,NA
"2023-05-26-12",NA,NA,NA
"2023-05-26-13",NA,NA,NA
"2023-05-26-14",NA,NA,NA
"2023-05-26-15",NA,NA,NA
"2023-05-26-16",NA,NA,NA
"2023-05-26-17",NA,NA,NA
"2023-05-26-18",NA,NA,NA
"2023-05-26-19",NA,NA,NA
"2023-05-26-20",NA,NA,NA
"2023-05-26-21",NA,NA,NA
"2023-05-26-22",NA,NA,NA
"2023-05-26-23",NA,NA,NA
"2023-05-27-00",NA,NA,NA
"2023-05-27-01",NA,NA,NA
"2023-05-27-02",NA,NA,NA
"2023-05-27-03",NA,NA,NA
"2023-05-27-04",NA,NA,NA
"2023-05-27-05",NA,NA,NA
"2023-05-27-06",NA,NA,NA
"2023-05-27-07",NA,NA,NA
"2023-05-27-08",NA,NA,NA
"2023-05-27-09",NA,NA,NA
"2023-05-27-10",NA,NA,NA
"2023-05-27-11",NA,NA,NA
"2023-05-27-12",NA,NA,NA
"2023-05-27-13",NA,NA,NA
"2023-05-27-14",NA,NA,NA
"2023-05-27-15",NA,NA,NA
"2023-05-27-16",NA,NA,NA
"2023-05-27-17",NA,NA,NA
"2023-05-27-18",NA,NA,NA
"2023-05-27-19",NA,NA,NA
"2023-05-27-20",NA,NA,NA
"2023-05-27-21",NA,NA,NA
"2023-05-27-22",NA,NA,NA
"2023-05-27-23",NA,NA,NA
"2023-05-28-00",NA,NA,NA
"2023-05-28-01",NA,NA,NA
"2023-05-28-02",NA,NA,NA
"2023-05-28-03",NA,NA,NA
"2023-05-28-04",NA,NA,NA
"2023-05-28-05",NA,NA,NA
"2023-05-28-06",NA,NA,NA
"2023-05-28-07",NA,NA,NA
"2023-05-28-08",NA,NA,NA
"2023-05-28-09",NA,NA,NA
"2023-05-28-10",NA,NA,NA
"2023-05-28-11",NA,NA,NA
"2023-05-28-12",NA,NA,NA
"2023-05-28-13",NA,NA,NA
"2023-05-28-14",NA,NA,NA
"2023-05-28-15",NA,NA,NA
"2023-05-28-16",NA,NA,NA
"2023-05-28-17",NA,NA,NA
"2023-05-28-18",NA,NA,NA
"2023-05-28-19",NA,NA,NA
"2023-05-28-20",NA,NA,NA
"2023-05-28-21",NA,NA,NA
"2023-05-28-22",NA,NA,NA
"2023-05-28-23",NA,NA,NA
"2023-05-29-00",NA,NA,NA
"2023-05-29-01",NA,NA,NA
"2023-05-29-02",NA,NA,NA
"2023-05-29-03",NA,NA,NA
"2023-05-29-04",NA,NA,NA
"2023-05-29-05",NA,NA,NA
"2023-05-29-06",NA,NA,NA
"2023-05-29-07",NA,NA,NA
"2023-05-29-08",NA,NA,NA
"2023-05-29-09",NA,NA,NA
"2023-05-29-10",NA,NA,NA
"2023-05-29-11",NA,NA,NA
"2023-05-29-12",NA,NA,NA
"2023-05-29-13",NA,NA,NA
"2023-05-29-14",NA,NA,NA
"2023-05-29-15",NA,NA,NA
"2023-05-29-16",NA,NA,NA
"2023-05-29-17",NA,NA,NA
"2023-05-29-18",NA,NA,NA
"2023-05-29-19",NA,NA,NA
"2023-05-29-20",NA,NA,NA
"2023-05-29-21",NA,NA,NA
"2023-05-29-22",NA,NA,NA
"2023-05-29-23",NA,NA,NA
"2023-05-30-00",NA,NA,NA
"2023-05-30-01",NA,NA,NA
"2023-05-30-02",NA,NA,NA
"2023-05-30-03",NA,NA,NA
"2023-05-30-04",NA,NA,NA
"2023-05-30-05",NA,NA,NA
"2023-05-30-06",NA,NA,NA
"2023-05-30-07",NA,NA,NA
"2023-05-30-08",NA,NA,NA
"2023-05-30-09",NA,NA,NA
"2023-05-30-10",NA,NA,NA
"2023-05-30-11",NA,NA,NA
